Id,GrLivArea,BedroomAbvGr,FullBath,HalfBath,BsmtFullBath,GarageArea,GarageCars,YearBuilt,YearRemodAdd,OverallQual,OverallCond,LotArea,TotalBsmtSF,Neighborhood,BldgType,SaleCondition,SalePrice
482,4232,5,2,1,0.0,640.0,3,1996,2011,2,5,13341,1707.0,NoRidge,2FmCon,Abnorml,800000
483,1627,1,3,1,0.0,696.0,3,2020,2035,10,9,1912,310.0,NoRidge,TwnhsI,Partial,538719
484,4085,2,1,1,1.0,472.0,2,2001,2011,3,6,4779,869.0,NAmes,Duplx,Normal,459476
485,2583,2,2,1,,490.0,2,1916,1937,2,7,9387,1388.0,StoneBr,Duplx,Abnorml,491943
486,1546,2,2,1,0.0,609.0,3,1958,1966,4,2,2188,2110.0,NAmes,1Fam,Abnorml,311399
487,2004,2,2,0,0.0,653.0,3,1956,1975,10,5,4598,2009.0,Veenker,TwnhsE,Alloca,468642
488,2888,1,1,1,1.0,272.0,1,1962,1970,3,9,16146,2460.0,Somerst,2FmCon,Partial,468095
489,3943,3,3,0,0.0,3.0,0,1965,1994,10,1,4141,89.0,NoRidge,TwnhsI,Abnorml,733416
490,3227,2,2,0,1.0,51.0,0,1988,2007,5,2,4590,1396.0,NAmes,2FmCon,Abnorml,363841
491,4699,2,1,0,0.0,605.0,3,1951,1967,9,7,10836,,Somerst,1Fam,AdjLand,711140
492,4404,2,1,0,0.0,490.0,2,1932,1944,7,1,3186,2961.0,StoneBr,Duplx,Alloca,762441
493,3890,5,3,1,0.0,268.0,1,1956,1978,1,2,6230,427.0,Crawfor,Duplx,Family,495886
494,3213,4,1,0,1.0,218.0,1,2005,2017,6,9,18844,2637.0,StoneBr,Duplx,Normal,697811
495,1804,3,2,1,0.0,252.0,1,1938,1962,5,1,13182,23.0,NWAmes,TwnhsI,Family,299189
496,2356,2,3,0,0.0,610.0,3,1902,1906,3,4,19325,590.0,NridgHt,2FmCon,Partial,510070
497,1035,5,2,0,0.0,480.0,2,2020,2044,6,3,8053,2540.0,Crawfor,2FmCon,Alloca,388173
498,2183,5,2,0,0.0,619.0,3,1924,1952,2,4,12900,2360.0,Somerst,TwnhsE,Normal,449365
499,4669,1,1,1,,260.0,1,1974,1981,7,3,5913,2918.0,NoRidge,1Fam,AdjLand,800000
500,2416,5,2,1,0.0,207.0,1,1998,2004,9,3,8504,1802.0,NoRidge,TwnhsI,Family,658552
501,1011,4,3,0,0.0,15.0,0,1933,1961,1,7,4731,1847.0,Crawfor,2FmCon,Normal,247518
502,3433,1,2,1,1.0,698.0,3,1941,1953,5,1,16914,1604.0,Somerst,2FmCon,Alloca,560868
503,4831,4,4,1,0.0,438.0,2,1934,1954,7,2,4904,1535.0,NridgHt,1Fam,Normal,800000
504,4403,1,3,1,1.0,412.0,2,1918,1923,1,3,5287,1541.0,StoneBr,2FmCon,Family,681292
505,1733,1,1,0,1.0,269.0,1,1918,1930,4,8,10080,877.0,SawyerW,Duplx,Alloca,253687
506,2542,1,2,1,,220.0,1,1922,1943,3,4,9443,2560.0,Gilbert,TwnhsE,Family,393604
507,2889,3,2,1,0.0,658.0,3,1956,1982,1,1,7306,1069.0,Blmngtn,TwnhsI,Family,406147
508,1615,4,3,1,1.0,280.0,1,1965,1978,9,5,8104,,SawyerW,TwnhsE,Abnorml,377968
509,1709,3,1,0,1.0,468.0,2,1901,1903,5,6,6957,2007.0,NridgHt,2FmCon,Partial,474118
510,1564,1,4,1,0.0,24.0,0,2004,2016,8,5,18384,1613.0,Gilbert,TwnhsI,Alloca,404138
511,4975,1,2,0,0.0,223.0,1,1983,2002,6,1,12236,1834.0,NWAmes,1Fam,Abnorml,634576
512,3857,5,2,1,1.0,622.0,3,1908,1934,9,8,18515,146.0,Timber,2FmCon,Abnorml,672919
513,4283,5,1,1,1.0,63.0,0,2003,2028,10,8,19756,947.0,CollgCr,2FmCon,Normal,648640
514,4174,4,4,0,0.0,67.0,0,1903,1925,7,9,13541,1344.0,NWAmes,Duplx,Family,536360
515,4816,1,4,0,1.0,,3,1968,1972,4,9,16774,1182.0,Blmngtn,2FmCon,Abnorml,645400
516,973,5,3,1,0.0,239.0,1,1957,1972,5,3,3548,2724.0,Timber,TwnhsI,Partial,368810
517,4467,4,2,1,0.0,206.0,1,1961,1978,9,4,19064,2691.0,Blmngtn,2FmCon,Partial,700691
518,799,3,1,0,1.0,483.0,2,2017,2031,5,9,10420,2135.0,NWAmes,2FmCon,Partial,293034
519,2639,1,3,1,1.0,66.0,0,2014,2041,6,5,14698,1056.0,NoRidge,TwnhsE,Alloca,605815
520,3174,5,2,0,0.0,63.0,0,1934,1962,2,8,6038,152.0,CollgCr,Duplx,Family,408090
521,2110,3,4,1,1.0,10.0,0,1971,1977,10,6,3266,2265.0,Crawfor,Duplx,AdjLand,478275
522,1157,1,3,0,0.0,28.0,0,2017,2045,7,9,17870,2651.0,Somerst,TwnhsI,Family,397130
523,1365,2,2,1,1.0,30.0,0,1989,2014,4,1,9814,1468.0,NoRidge,Duplx,Normal,427767
524,4210,3,4,1,0.0,459.0,2,2009,2030,6,7,4060,2480.0,NridgHt,1Fam,Family,800000
525,1934,1,3,0,1.0,278.0,1,1953,1964,5,8,13681,2792.0,NWAmes,TwnhsE,Normal,373776
526,1896,2,2,1,0.0,86.0,0,1934,1956,2,2,2504,1640.0,SawyerW,TwnhsE,Normal,243514
527,4655,3,1,0,0.0,52.0,0,1962,1979,9,7,9833,,ClearCr,2FmCon,Normal,628011
528,1147,5,1,0,1.0,236.0,1,2000,2026,9,2,14531,67.0,NAmes,TwnhsI,Abnorml,311560
529,4618,1,2,1,0.0,640.0,3,2014,2035,9,9,14827,2270.0,Mitchel,2FmCon,Family,655837
530,4644,3,2,1,,273.0,1,1984,2012,4,9,9885,1687.0,Blmngtn,1Fam,Abnorml,591138
531,3193,5,1,0,1.0,31.0,0,1986,1998,3,1,8344,461.0,CollgCr,1Fam,Alloca,420108
532,1244,5,1,0,1.0,41.0,0,1962,1964,1,5,17009,163.0,NAmes,TwnhsE,Partial,221917
533,1201,5,3,0,0.0,278.0,1,1939,1953,8,4,4917,2908.0,Blmngtn,2FmCon,Normal,398990
534,1781,1,3,0,0.0,54.0,0,1952,1981,4,9,2880,961.0,NAmes,Duplx,Partial,291563
535,3098,5,1,1,0.0,646.0,3,1961,1980,9,3,4401,981.0,NAmes,TwnhsE,Abnorml,468766
536,1191,5,2,0,,673.0,3,2000,2021,9,7,16319,1886.0,StoneBr,TwnhsI,Abnorml,561392
537,2550,2,1,1,0.0,228.0,1,1968,1986,2,2,10193,1093.0,Blmngtn,Duplx,AdjLand,383467
538,1019,3,3,0,1.0,606.0,3,1997,2014,10,2,2190,2738.0,Gilbert,TwnhsI,Alloca,398261
539,2931,3,3,0,1.0,,1,1903,1904,2,9,4622,2042.0,SawyerW,2FmCon,AdjLand,392874
540,595,3,4,1,1.0,45.0,0,1993,2005,5,4,2019,,Somerst,TwnhsI,Abnorml,256529
541,3690,2,3,1,1.0,,3,1962,1964,5,7,16566,,SawyerW,2FmCon,Alloca,507721
542,749,5,3,0,1.0,609.0,3,2022,2032,10,9,10034,2580.0,Crawfor,1Fam,Alloca,434615
543,1376,5,4,0,0.0,292.0,1,1958,1979,7,9,2759,1775.0,Somerst,TwnhsE,Abnorml,374691
544,1285,2,3,0,,472.0,2,1958,1982,9,1,5593,2755.0,StoneBr,TwnhsE,Family,511723
545,4239,5,2,1,1.0,27.0,0,1915,1921,6,3,12904,1035.0,Veenker,TwnhsI,Family,626133
546,740,2,3,0,1.0,460.0,2,1999,2018,9,7,12483,63.0,NAmes,TwnhsI,AdjLand,305176
547,2431,4,3,0,1.0,446.0,2,1986,1992,9,9,16656,2697.0,Gilbert,1Fam,Abnorml,509669
548,3160,3,3,1,,432.0,2,2006,2012,9,9,1977,718.0,Gilbert,TwnhsE,Partial,535914
549,2821,3,2,1,0.0,431.0,2,1911,1939,5,7,2783,2536.0,Mitchel,TwnhsE,Partial,391883
550,3563,1,4,1,0.0,407.0,2,1926,1944,4,1,2154,2129.0,Veenker,TwnhsE,Abnorml,531898
551,4113,4,1,0,1.0,497.0,2,2007,2012,10,7,8790,695.0,Blmngtn,1Fam,Abnorml,590692
552,2271,2,1,1,0.0,692.0,3,1905,1909,8,3,14952,2270.0,Somerst,1Fam,Normal,504653
553,4226,2,1,0,1.0,87.0,0,1962,1963,10,8,13765,244.0,SawyerW,TwnhsE,Normal,529768
554,1930,1,2,1,1.0,231.0,1,1949,1963,6,5,5388,,ClearCr,TwnhsI,Alloca,356985
555,4929,5,3,0,0.0,299.0,1,2015,2018,10,2,13658,1069.0,SawyerW,1Fam,Normal,662327
556,2770,1,1,1,0.0,427.0,2,2005,2022,8,8,13643,1970.0,NWAmes,1Fam,Partial,459993
557,3812,4,1,0,0.0,,0,2010,2023,8,9,5040,1603.0,NWAmes,Duplx,Partial,544253
558,4437,5,4,0,0.0,210.0,1,1935,1954,2,5,15373,1836.0,Mitchel,2FmCon,Normal,565897
559,4066,1,3,1,1.0,631.0,3,1972,1978,6,8,9312,1428.0,NWAmes,TwnhsI,Alloca,589000
560,4330,3,3,0,1.0,57.0,0,1986,1990,8,1,2597,2219.0,Veenker,TwnhsI,Family,664661
561,2914,3,2,1,1.0,496.0,2,2018,2021,8,3,8725,480.0,Crawfor,Duplx,AdjLand,468394
562,695,2,2,1,0.0,426.0,2,1900,1902,10,2,15740,2155.0,Crawfor,TwnhsI,Alloca,331160
563,2718,4,1,1,0.0,243.0,1,2020,2022,4,3,14379,150.0,NoRidge,2FmCon,Abnorml,581691
564,1316,3,1,0,0.0,84.0,0,1943,1950,4,4,6465,257.0,CollgCr,TwnhsI,Family,239834
565,4501,3,4,1,0.0,47.0,0,1915,1939,10,4,15502,2170.0,ClearCr,Duplx,Alloca,684437
566,1565,3,2,0,1.0,268.0,1,1975,1993,10,3,8706,474.0,Somerst,Duplx,Partial,371209
567,1526,5,3,0,1.0,41.0,0,1996,2003,2,5,10014,2310.0,NridgHt,1Fam,Alloca,475846
568,1622,4,3,0,0.0,,0,1915,1942,4,2,3102,398.0,Crawfor,1Fam,Family,294917
569,3391,2,2,0,1.0,28.0,0,1905,1927,10,4,19945,440.0,CollgCr,1Fam,AdjLand,520887
570,3070,5,1,0,,56.0,0,2010,2033,2,8,17014,2797.0,NridgHt,Duplx,Abnorml,647928
571,4769,5,3,0,1.0,601.0,3,2014,2040,8,6,5106,531.0,Blmngtn,1Fam,Abnorml,670963
572,2373,5,1,0,0.0,423.0,2,1919,1941,2,1,11873,2740.0,StoneBr,1Fam,Abnorml,512838
573,1770,4,2,0,,95.0,0,2011,2039,2,3,15936,1044.0,StoneBr,TwnhsE,Abnorml,438625
574,721,2,4,0,0.0,,2,2011,2020,8,8,10836,2392.0,ClearCr,TwnhsI,Family,346984
575,531,4,3,1,,24.0,0,2022,2047,7,2,5399,2818.0,Somerst,1Fam,Abnorml,311619
576,2181,2,3,0,0.0,261.0,1,1926,1929,6,9,19418,350.0,Mitchel,Duplx,Family,360555
577,4666,2,1,1,,56.0,0,1971,1980,9,3,6472,,NridgHt,TwnhsI,Abnorml,800000
578,2856,3,1,1,1.0,20.0,0,2022,2048,4,6,7688,1722.0,Somerst,Duplx,Partial,435276
579,4520,5,1,0,1.0,5.0,0,2011,2015,6,5,8375,2596.0,NWAmes,1Fam,AdjLand,587755
580,957,3,2,1,0.0,289.0,1,1974,1989,7,6,17979,561.0,Timber,1Fam,Normal,352289
581,919,2,1,0,1.0,255.0,1,1924,1934,8,8,10750,560.0,NAmes,TwnhsI,Abnorml,267102
582,4250,3,4,0,0.0,257.0,1,1910,1913,4,2,14814,1105.0,NWAmes,Duplx,Abnorml,550343
583,980,2,1,1,0.0,405.0,2,1931,1938,7,4,18172,613.0,NAmes,1Fam,Normal,282664
584,733,4,3,0,1.0,420.0,2,1908,1924,5,6,18677,801.0,NAmes,TwnhsI,Alloca,260309
585,2318,2,3,0,1.0,,2,1924,1942,6,3,17343,389.0,NridgHt,TwnhsI,AdjLand,539359
586,4661,3,3,0,0.0,497.0,2,1909,1929,9,4,18294,2486.0,ClearCr,TwnhsE,Family,731211
587,3602,2,1,0,1.0,476.0,2,1993,1996,4,8,19042,2390.0,NWAmes,1Fam,Family,529484
588,946,2,2,0,0.0,254.0,1,1972,1981,7,3,19834,433.0,NoRidge,1Fam,Partial,429548
589,4267,5,3,1,0.0,68.0,0,1963,1966,10,2,13397,1610.0,ClearCr,2FmCon,Alloca,646267
590,4296,2,2,0,0.0,216.0,1,1999,1999,8,6,3936,1938.0,Gilbert,1Fam,Normal,598180
591,4103,1,3,1,0.0,98.0,0,1950,1961,10,1,3596,1882.0,NWAmes,Duplx,Partial,550063
592,4561,2,1,0,0.0,651.0,3,1949,1967,6,1,16226,2951.0,ClearCr,2FmCon,AdjLand,687536
593,1579,3,1,1,1.0,251.0,1,1925,1936,3,8,7348,1923.0,SawyerW,TwnhsE,Partial,259594
594,4908,1,3,1,0.0,695.0,3,1954,1955,10,3,16383,2061.0,Gilbert,1Fam,Alloca,704901
595,1943,2,3,1,1.0,609.0,3,1921,1927,7,2,18792,98.0,NoRidge,TwnhsE,Family,571589
596,4109,1,1,1,0.0,242.0,1,1972,1984,3,6,13420,237.0,Veenker,TwnhsI,Partial,531309
597,3107,3,4,0,0.0,608.0,3,2022,2032,4,5,15639,1856.0,NAmes,1Fam,Abnorml,500330
598,4007,4,1,1,1.0,242.0,1,1965,1989,3,5,6658,2723.0,NoRidge,TwnhsE,AdjLand,729231
599,3325,5,4,0,1.0,26.0,0,1936,1953,9,4,9538,1197.0,NridgHt,Duplx,Family,705157
600,3391,2,3,1,1.0,46.0,0,1984,2013,1,2,19355,1929.0,Somerst,1Fam,Family,504968
601,3273,5,4,1,0.0,70.0,0,2000,2005,8,8,16611,,NAmes,2FmCon,Alloca,489535
602,4005,2,4,1,1.0,628.0,3,1958,1969,6,1,5281,1368.0,Gilbert,TwnhsE,Abnorml,577537
603,3825,4,2,0,0.0,205.0,1,1930,1932,1,5,18821,2253.0,StoneBr,TwnhsI,Abnorml,680700
604,1105,3,3,1,0.0,216.0,1,1987,1987,7,3,10742,1979.0,Somerst,2FmCon,AdjLand,370248
605,4217,4,1,1,0.0,271.0,1,1923,1950,8,6,17111,342.0,NAmes,1Fam,Partial,507933
606,2912,4,2,1,1.0,257.0,1,2022,2036,8,5,11147,2637.0,Timber,2FmCon,AdjLand,616672
607,1953,3,1,1,1.0,697.0,3,1939,1958,6,4,12672,2781.0,CollgCr,TwnhsI,Family,441874
608,2814,2,2,1,1.0,689.0,3,1943,1951,4,5,4493,1431.0,ClearCr,Duplx,AdjLand,454188
609,4851,3,4,1,1.0,16.0,0,1989,1990,2,3,7765,1022.0,NWAmes,Duplx,Partial,591598
610,4359,5,2,1,0.0,473.0,2,1901,1927,1,2,14866,1593.0,NWAmes,1Fam,Family,534871
611,4251,5,1,0,0.0,209.0,1,1924,1943,4,9,17084,2404.0,SawyerW,TwnhsE,Partial,573915
612,2582,5,2,1,1.0,9.0,0,1915,1936,7,6,3144,1357.0,NridgHt,Duplx,AdjLand,521044
613,4028,1,3,0,1.0,679.0,3,1948,1964,1,6,2921,90.0,ClearCr,Duplx,Normal,509982
614,2232,3,2,1,1.0,40.0,0,1968,1980,10,9,14322,217.0,Gilbert,TwnhsI,AdjLand,423173
615,3587,1,2,0,1.0,99.0,0,1922,1934,6,9,9771,2434.0,ClearCr,Duplx,Partial,520176
616,3378,4,2,0,0.0,0.0,0,1942,1964,3,6,17199,2361.0,Gilbert,TwnhsI,Normal,481435
617,1624,5,2,0,1.0,250.0,1,1994,2000,10,8,2762,2316.0,Blmngtn,Duplx,Abnorml,386184
618,1699,1,3,0,1.0,430.0,2,2015,2025,2,5,7963,379.0,Somerst,2FmCon,Alloca,325806
619,775,4,3,0,0.0,298.0,1,1901,1910,10,3,2155,512.0,NridgHt,TwnhsI,Abnorml,373505
620,1128,5,4,0,0.0,66.0,0,1977,1992,3,6,14624,1183.0,NAmes,TwnhsE,Normal,268275
621,2451,5,3,0,0.0,77.0,0,1903,1932,4,9,17370,692.0,SawyerW,TwnhsE,Normal,380378
622,2650,2,4,0,0.0,629.0,3,1964,1991,5,8,4400,1160.0,Mitchel,2FmCon,Normal,390458
623,1243,1,3,1,1.0,689.0,3,2008,2024,10,5,7493,,Veenker,TwnhsE,Partial,439517
624,2376,5,1,0,0.0,684.0,3,1998,2004,3,9,17150,840.0,Veenker,Duplx,Partial,461893
625,3218,5,2,1,1.0,478.0,2,1928,1956,10,2,2266,,Veenker,1Fam,AdjLand,543990
626,1546,3,2,0,0.0,447.0,2,1931,1940,4,1,19112,1207.0,NoRidge,2FmCon,AdjLand,477162
627,2022,5,1,0,0.0,,3,1996,2006,3,4,17909,2167.0,StoneBr,TwnhsI,AdjLand,542609
628,2153,1,1,0,1.0,466.0,2,2000,2026,7,2,4324,1854.0,Veenker,Duplx,Family,434134
629,2772,4,3,0,0.0,206.0,1,1934,1941,7,9,4070,964.0,NAmes,TwnhsE,Abnorml,385446
630,2148,1,2,1,1.0,288.0,1,1900,1913,4,2,14299,934.0,Timber,1Fam,Alloca,363780
631,3816,5,1,1,0.0,202.0,1,1954,1981,2,5,1686,1751.0,Crawfor,2FmCon,Normal,521338
632,1973,4,2,0,0.0,68.0,0,1976,1985,4,7,10857,517.0,CollgCr,TwnhsI,Family,339398
633,2452,5,1,1,1.0,24.0,0,1954,1972,6,1,2719,2500.0,Somerst,Duplx,Partial,414347
634,2207,3,1,0,1.0,,2,2014,2015,1,1,11332,2608.0,Mitchel,TwnhsI,Partial,364862
635,1323,1,1,1,0.0,672.0,3,2000,2029,1,5,7978,76.0,NridgHt,TwnhsI,Normal,346636
636,3585,1,3,0,1.0,80.0,0,1996,2008,10,9,14570,2912.0,Mitchel,2FmCon,AdjLand,540131
637,1559,2,3,0,0.0,69.0,0,1902,1922,1,1,17793,70.0,NWAmes,TwnhsI,Partial,278057
638,1835,4,2,0,1.0,56.0,0,2004,2019,5,1,10541,1375.0,Veenker,TwnhsE,Family,395360
639,4067,1,3,0,1.0,686.0,3,1992,2005,8,9,13372,2001.0,NWAmes,1Fam,Abnorml,620525
640,4769,5,4,1,1.0,229.0,1,1948,1960,4,6,12606,981.0,ClearCr,1Fam,Partial,672594
641,3518,2,3,1,1.0,,1,1972,1972,5,7,19721,610.0,NAmes,1Fam,Family,473894
642,4623,3,1,1,1.0,29.0,0,2001,2009,1,3,5771,142.0,NoRidge,TwnhsE,Alloca,658321
643,4343,2,4,1,1.0,611.0,3,2011,2022,8,3,5920,2182.0,NoRidge,1Fam,Alloca,800000
644,2664,3,1,0,1.0,287.0,1,1967,1978,7,5,8502,110.0,CollgCr,2FmCon,AdjLand,426147
645,3966,3,1,1,,649.0,3,1905,1913,9,2,15128,1452.0,Mitchel,Duplx,Family,531615
646,1977,1,2,1,0.0,405.0,2,1976,1995,9,4,17506,1178.0,NoRidge,1Fam,Abnorml,605412
647,2572,3,3,1,1.0,82.0,0,1983,2007,4,9,6644,2903.0,NWAmes,2FmCon,Alloca,425631
648,2909,4,1,0,1.0,694.0,3,1907,1933,1,7,3533,2790.0,NAmes,TwnhsE,AdjLand,390653
649,4822,5,2,1,1.0,466.0,2,2000,2029,4,8,12760,2452.0,Crawfor,TwnhsI,Partial,679183
650,4318,2,1,1,0.0,432.0,2,1924,1943,2,5,12555,2192.0,Mitchel,Duplx,Abnorml,498021
651,2701,5,2,0,0.0,85.0,0,2009,2021,6,8,8433,1628.0,NWAmes,TwnhsE,AdjLand,428700
652,3436,5,4,1,0.0,673.0,3,1967,1986,2,4,4909,1047.0,Timber,Duplx,Normal,574132
653,1410,5,2,1,1.0,628.0,3,1939,1942,10,6,17222,499.0,SawyerW,Duplx,Alloca,389664
654,4119,2,1,1,0.0,233.0,1,1907,1931,7,7,17160,2904.0,Gilbert,Duplx,Abnorml,596791
655,2988,5,1,1,1.0,98.0,0,1902,1918,3,8,15329,1154.0,NoRidge,TwnhsI,Partial,565335
656,2897,3,1,0,0.0,695.0,3,1991,1995,10,9,12212,1286.0,CollgCr,1Fam,Abnorml,528177
657,3948,1,1,1,0.0,667.0,3,1946,1958,8,1,6336,423.0,Blmngtn,Duplx,Partial,528768
658,3348,2,3,1,1.0,403.0,2,2003,2012,5,8,8956,830.0,SawyerW,1Fam,Partial,456901
659,826,4,2,0,0.0,422.0,2,1928,1938,2,7,2765,1903.0,NWAmes,TwnhsI,Abnorml,256792
660,1796,1,2,1,1.0,35.0,0,2013,2014,4,7,6121,1279.0,Crawfor,TwnhsE,Family,332534
661,1295,3,3,0,0.0,53.0,0,2015,2015,6,1,9833,1757.0,Veenker,1Fam,Alloca,380450
662,3807,4,3,1,0.0,686.0,3,1912,1922,8,5,9581,634.0,StoneBr,TwnhsE,Partial,728917
663,658,1,1,0,1.0,284.0,1,1979,1988,3,9,2986,246.0,NridgHt,Duplx,Normal,230953
664,1410,3,2,0,1.0,,1,2015,2044,8,9,19215,2656.0,Blmngtn,1Fam,Family,400640
665,3188,2,2,0,1.0,410.0,2,1939,1946,3,3,6462,1296.0,NAmes,TwnhsI,Alloca,377672
666,3626,3,3,0,0.0,27.0,0,1908,1917,3,5,10920,1083.0,NridgHt,2FmCon,AdjLand,638884
667,2764,2,2,1,1.0,23.0,0,2007,2034,5,8,10107,858.0,Gilbert,1Fam,AdjLand,410220
668,4373,5,1,0,1.0,89.0,0,1958,1983,2,9,10185,1973.0,CollgCr,TwnhsE,Normal,528561
669,4635,1,3,1,1.0,201.0,1,1903,1904,5,3,17133,1689.0,StoneBr,2FmCon,Partial,775655
670,1094,5,2,0,0.0,283.0,1,2003,2005,4,8,15306,1167.0,Timber,TwnhsE,Abnorml,355472
671,4786,4,1,0,1.0,65.0,0,1983,1985,3,8,17551,,Veenker,1Fam,AdjLand,679122
672,3264,5,3,1,0.0,210.0,1,1908,1921,8,2,8512,2705.0,Gilbert,TwnhsI,Family,522923
673,3362,5,1,0,0.0,268.0,1,1931,1948,4,1,6405,595.0,Veenker,Duplx,AdjLand,506355
674,927,1,4,0,1.0,458.0,2,1902,1912,7,1,9407,1927.0,SawyerW,Duplx,AdjLand,272387
675,3298,5,3,1,1.0,400.0,2,2017,2017,8,2,11887,,Somerst,TwnhsI,Alloca,647378
676,3765,3,2,0,1.0,622.0,3,1903,1909,7,7,7733,1464.0,NridgHt,Duplx,Family,725283
677,3113,5,2,1,0.0,634.0,3,1997,2015,3,4,10011,90.0,NridgHt,1Fam,Normal,652599
678,880,5,2,1,0.0,221.0,1,1962,1973,9,7,4292,396.0,ClearCr,Duplx,Abnorml,321403
679,2854,3,3,1,1.0,657.0,3,1971,1974,3,1,12301,2003.0,ClearCr,TwnhsE,Abnorml,500937
680,4711,2,1,0,0.0,461.0,2,1999,2018,3,6,14705,2705.0,NWAmes,2FmCon,Alloca,633481
681,3755,1,2,0,1.0,16.0,0,2010,2028,9,7,11252,385.0,Crawfor,1Fam,Partial,520636
682,1118,1,1,1,0.0,212.0,1,1915,1929,4,9,17651,1640.0,StoneBr,1Fam,Alloca,363083
683,4819,2,3,1,1.0,465.0,2,1902,1930,7,3,19920,1490.0,Timber,TwnhsI,Partial,746544
684,4814,5,1,1,1.0,646.0,3,1915,1940,1,5,18253,855.0,CollgCr,1Fam,Family,596407
685,1262,3,2,0,1.0,226.0,1,1983,1984,7,5,3220,1895.0,Somerst,Duplx,Alloca,368519
686,4103,3,3,1,0.0,25.0,0,1969,1996,9,4,17794,2633.0,Gilbert,TwnhsI,Normal,630029
687,2330,2,4,1,1.0,,0,1910,1911,8,6,7673,717.0,Mitchel,2FmCon,Family,369341
688,3171,3,2,1,0.0,85.0,0,1928,1942,6,6,9858,163.0,Somerst,2FmCon,Family,426409
689,2503,4,1,1,,484.0,2,1966,1993,9,8,9121,1077.0,CollgCr,TwnhsE,Normal,468667
690,4021,5,3,0,,455.0,2,1989,2018,3,1,6755,942.0,SawyerW,TwnhsE,Partial,521221
691,4984,4,1,0,1.0,234.0,1,1942,1942,4,2,17728,2181.0,Timber,1Fam,Family,738569
692,4078,4,1,0,1.0,421.0,2,2016,2018,1,6,13301,1610.0,Crawfor,Duplx,Family,568890
693,4691,5,4,1,1.0,,3,2022,2029,7,6,19388,53.0,Veenker,1Fam,Partial,786212
694,4757,3,4,1,0.0,692.0,3,1994,2002,8,9,19162,1019.0,Blmngtn,2FmCon,AdjLand,718414
695,905,5,3,0,1.0,8.0,0,1955,1963,8,7,9265,2205.0,NWAmes,2FmCon,Normal,325975
696,1640,2,3,0,1.0,482.0,2,2007,2019,8,1,14950,1430.0,StoneBr,TwnhsI,AdjLand,552940
697,3748,1,1,0,1.0,630.0,3,1989,1998,2,5,10793,1688.0,StoneBr,TwnhsI,AdjLand,658984
698,3155,3,1,0,0.0,626.0,3,1963,1980,7,8,10654,792.0,NoRidge,TwnhsE,Partial,685638
699,725,1,2,0,1.0,280.0,1,1954,1979,8,8,15183,958.0,NoRidge,TwnhsE,Abnorml,353232
700,927,1,1,1,0.0,296.0,1,2002,2018,3,8,14242,390.0,NoRidge,1Fam,Alloca,308817
701,2842,5,4,1,0.0,699.0,3,1968,1977,5,5,18367,244.0,Gilbert,1Fam,Partial,524163
702,3272,4,1,0,1.0,26.0,0,1922,1939,10,1,15791,110.0,Mitchel,TwnhsE,Abnorml,423639
703,1254,2,2,0,0.0,459.0,2,2022,2040,5,2,13009,1873.0,ClearCr,Duplx,Partial,392114
704,1270,5,3,0,0.0,29.0,0,1908,1934,8,8,18506,,Mitchel,Duplx,Partial,327817
705,1082,1,3,0,1.0,,3,1985,2013,6,4,3394,1721.0,Gilbert,TwnhsE,Abnorml,317436
706,3042,2,1,0,0.0,38.0,0,1980,1988,7,7,15619,2858.0,SawyerW,2FmCon,AdjLand,451511
707,535,4,2,0,1.0,6.0,0,1972,1999,7,1,8757,2091.0,NWAmes,TwnhsE,Family,267366
708,3075,2,2,0,1.0,216.0,1,1906,1930,7,5,9514,1726.0,StoneBr,TwnhsE,Alloca,629503
709,2641,4,3,0,0.0,59.0,0,1960,1963,8,9,15960,350.0,Crawfor,2FmCon,Abnorml,462284
710,2596,5,2,1,1.0,268.0,1,2009,2025,10,3,6561,1466.0,Crawfor,TwnhsE,Partial,499608
711,3556,1,1,0,0.0,227.0,1,1929,1933,3,1,17847,2673.0,Blmngtn,1Fam,AdjLand,489859
712,2851,1,3,0,1.0,255.0,1,1985,1999,10,3,10747,1152.0,NWAmes,2FmCon,Alloca,499563
713,3774,5,4,0,0.0,,2,2005,2006,7,1,7956,2478.0,NridgHt,TwnhsE,Alloca,800000
714,3937,3,2,0,1.0,489.0,2,2017,2025,6,6,7571,2125.0,Gilbert,TwnhsI,Partial,574922
715,4640,3,1,1,1.0,656.0,3,1963,1980,4,2,9287,800.0,SawyerW,1Fam,Abnorml,574515
716,4096,3,2,0,0.0,224.0,1,1938,1947,5,3,18941,423.0,NridgHt,TwnhsE,AdjLand,735077
717,2829,3,4,0,1.0,471.0,2,1986,1986,7,6,3398,50.0,ClearCr,Duplx,Normal,462594
718,2714,4,4,1,1.0,417.0,2,1959,1970,4,3,10897,828.0,Mitchel,TwnhsE,Alloca,399769
719,1560,3,2,0,1.0,13.0,0,1977,1993,3,6,16947,998.0,NoRidge,TwnhsE,Family,452465
720,3198,1,1,0,0.0,435.0,2,1991,2013,9,9,10233,1967.0,StoneBr,1Fam,Alloca,672506
721,1126,4,3,0,0.0,632.0,3,1987,1991,5,9,11971,1717.0,SawyerW,TwnhsE,Partial,326860
722,4690,4,3,0,1.0,214.0,1,1929,1943,7,7,7941,1437.0,StoneBr,2FmCon,Alloca,771875
